% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=215255, Mon Feb 22 01:50:29 2016
1 9 0.459645194075 1.00004285806 667.97541406 6.6797541405954041e+02 10000.0 22408.467823   
2 18 0.423930105572 1.15861207288 461.637291656 4.6163729165635112e+02 4410.17879919 10000.0   
3 27 0.476017647545 1.18227087751 461.637291656 8.6379982877271300e+02 8791.02461909 14222.9627465   
4 36 0.441356736168 1.42187314408 461.637291656 5.0896694748297807e+02 1443.64845809 10000.0   
5 45 0.390082901376 1.43514173022 461.637291656 6.0168118480709643e+02 6884.25620415 43501.6864438   
6 54 0.354305309374 1.52427127788 376.406380318 3.7640638031808390e+02 972.275164344 7069.74148812   
7 63 0.336991522097 1.5980941121 299.453388782 2.9945338878170588e+02 1988.32397146 10000.0   
8 72 0.301415881844 1.68752212868 299.453388782 3.0906136961550243e+02 1957.72619522 10000.0   
9 81 0.273086143315 1.70744510049 299.453388782 3.8332223881221648e+02 978.677221118 10000.0   
10 90 0.244179563677 1.79577722682 299.453388782 3.2714752734697061e+02 471.520430535 10000.0   
11 99 0.245119805042 1.93211919301 299.453388782 3.3831141596110780e+02 624.453941856 1859.55686337   
12 108 0.22465170346 2.30539786046 299.453388782 3.7766096838718647e+02 512.361590263 2415.36436155   
13 117 0.201002916258 2.43516945256 299.453388782 3.9395425056994526e+02 644.140644939 10000.0   
14 126 0.198655588616 2.50173524623 299.453388782 4.1127353410500007e+02 549.162793358 2146.57286629   
15 135 0.19783245368 2.63451932558 299.453388782 4.0752793076995511e+02 501.71677958 1337.35880525   
16 144 0.190199257194 2.87395650044 299.453388782 3.6978146128994388e+02 608.725926394 10000.0   
17 153 0.203996068754 2.97573418744 299.453388782 3.3660080868125755e+02 536.962013963 10000.0   
18 162 0.232289883997 3.02704122631 299.453388782 3.0308631456185412e+02 351.548772821 10000.0   
19 171 0.24327263037 3.02742208332 299.043151516 2.9904315151604294e+02 572.255504642 752.491003681   
20 180 0.243105033373 3.13043874609 299.043151516 3.2006053791239185e+02 476.584380873 1079.00798327   
21 189 0.245251108964 3.37564736671 283.964655495 2.8396465549515125e+02 390.41954009 904.36224756   
22 198 0.221838125535 3.52645375311 283.964655495 3.0138856510672815e+02 547.344345308 10000.0   
23 207 0.218212637849 3.74539837667 283.964655495 3.0926049902739652e+02 418.309149024 1856.65584349   
24 216 0.215243236076 4.20751028336 262.203373096 2.6220337309646726e+02 366.650723388 1180.0838049   
25 225 0.212312942458 4.50325441984 262.203373096 2.6705372806179173e+02 365.282458539 889.245810025   
26 234 0.208977889608 4.78293102948 244.596089921 2.4459608992131496e+02 358.388731208 566.415729336   
27 243 0.193276575636 5.12212289682 244.596089921 2.4798254666631095e+02 301.018809388 472.413585573   
28 252 0.192312525024 5.22196756291 244.596089921 2.4906091654637416e+02 297.7848404 489.55192864   
29 261 0.201622905759 5.25379656192 210.035330877 2.1003533087653597e+02 301.690732972 438.202017207   
30 270 0.20421782856 6.18565642598 210.035330877 2.1954253919692727e+02 295.790644246 488.860811808   
31 279 0.186230804439 6.88743468552 210.035330877 2.2831981797957246e+02 288.434639921 381.470302012   
32 288 0.177273902186 7.47822490364 210.035330877 2.3412742950859706e+02 293.80771519 461.272597871   
33 297 0.161085962531 7.65568248331 210.035330877 2.2648564107132987e+02 239.379103356 427.378410303   
34 306 0.190949136259 7.81074268212 210.035330877 2.1398566786558271e+02 248.301138804 328.372296132   
35 315 0.207463086485 9.08741823251 210.035330877 2.2734308550226496e+02 385.19148914 502.604301343   
36 324 0.236434722863 10.0667869035 210.035330877 2.3329536085701596e+02 259.248065558 411.74938939   
37 333 0.230424299311 10.4656296293 210.035330877 2.1860184416065300e+02 251.538545244 374.659044449   
38 342 0.242217597576 10.5007438198 205.853036728 2.0585303672802385e+02 239.672102038 300.007113296   
39 351 0.245723304778 11.1970697053 178.588503671 1.7858850367125672e+02 233.729010801 304.910414902   
40 360 0.231555747356 11.3803118713 178.588503671 1.8422383842205517e+02 227.312502267 493.507683156   
41 369 0.256760695734 11.940151841 168.144776355 1.6814477635541402e+02 218.428387875 308.558981342   
42 378 0.282642534572 13.1234599665 159.268354762 1.5926835476150504e+02 224.743857396 10000.0   
43 387 0.323660452866 14.0041910478 131.504182686 1.3150418268601993e+02 204.880662485 278.214394097   
44 396 0.351785631782 15.9708772952 107.849600435 1.0784960043522564e+02 224.70510703 10000.0   
45 405 0.319923541729 16.3756983506 107.849600435 1.6358841934453295e+02 331.725140238 454.383733103   
46 414 0.328024494327 17.7045481388 107.849600435 1.5903946668031531e+02 224.464753917 347.119725487   
47 423 0.307558125241 18.10374217 107.849600435 1.9928770948719509e+02 302.022192452 501.931864407   
48 432 0.282183243072 17.8828452652 107.849600435 1.3896369136016463e+02 200.893569086 753.529027702   
49 441 0.285848728289 18.2341900478 107.849600435 1.2238624566520910e+02 172.802991685 328.99765198   
50 450 0.286638978458 20.1317139446 107.849600435 1.2005295394186614e+02 176.306916962 210.699705975   
51 459 0.2612506619 19.7402881798 107.849600435 1.1862633793076439e+02 190.60735275 10000.0   
52 468 0.269093721567 20.0752469614 107.849600435 1.2407198512071807e+02 163.276517078 373.287863877   
53 477 0.246458451943 20.0894303288 107.849600435 1.1784757428810610e+02 143.597586245 215.098978457   
54 486 0.247015659803 20.3806692035 90.6992659025 9.0699265902536666e+01 163.234979349 304.751006974   
55 495 0.218216399347 22.382691466 90.6992659025 1.1016311592839151e+02 164.870442114 300.878378815   
56 504 0.224354932801 22.5033015189 83.0679568508 8.3067956850763551e+01 116.838449272 175.929534785   
57 513 0.211910053206 25.2728467489 83.0679568508 8.6797360142231057e+01 113.119670253 10000.0   
58 522 0.213287924684 26.1162234956 76.0179191339 7.6017919133946123e+01 103.811732422 138.509385644   
59 531 0.201468441927 28.6926129281 76.0179191339 8.2403711198947292e+01 106.60928034 182.017514128   
60 540 0.192628747893 29.3217491009 76.0179191339 8.1171246384309356e+01 100.29113884 131.94906729   
61 549 0.185300452072 29.4594838737 71.8461620176 7.1846162017559578e+01 93.5483885715 10000.0   
62 558 0.190169337771 31.1446961139 63.4366647112 6.3436664711222598e+01 85.5639285074 10000.0   
63 567 0.17717518986 34.2916234678 63.4366647112 6.7453304406188650e+01 84.8321420508 111.085812464   
64 576 0.182676285833 34.6694579334 62.3832120281 6.2383212028062083e+01 76.9763183682 10000.0   
65 585 0.205404026559 36.2745415545 56.2477077489 5.6247707748947356e+01 69.6166612934 10000.0   
66 594 0.227890693142 42.5637195025 52.9920029761 5.2992002976140689e+01 64.576445161 10000.0   
67 603 0.216231539731 45.4002199855 52.9920029761 7.5023276628588931e+01 90.8102777054 10000.0   
68 612 0.223934022772 46.0693394238 52.9920029761 6.5341835462049275e+01 88.7357029137 211.869939365   
69 621 0.22404308611 47.4845164972 52.9920029761 6.5583927465852256e+01 75.6550749092 151.422919504   
70 630 0.213315643653 47.5768525321 52.9920029761 6.1615326872161440e+01 65.7370961857 121.663172904   
71 639 0.210935158267 47.6115630657 52.9920029761 5.7946589426761172e+01 73.0217158698 123.217938137   
72 648 0.210355605396 48.4413883123 51.3033293617 5.1303329361689450e+01 71.7380617387 129.724169734   
73 657 0.256500878475 47.7691893627 51.3033293617 5.1352332101760084e+01 68.5846389063 104.3987532   
74 666 0.332965158377 47.6042884767 51.3033293617 5.3856069849452702e+01 76.6762995737 123.334504191   
75 675 0.354086093171 46.8702184863 51.3033293617 7.4428159761260432e+01 86.9277921844 179.87921082   
76 684 0.393124515239 50.5611280473 51.3033293617 5.8833120394228708e+01 93.1284725965 282.793564539   
77 693 0.396731880145 52.86301997 51.3033293617 5.4931019682481242e+01 109.429692318 10000.0   
78 702 0.410312758255 52.6679086141 46.754193671 4.6754193671018648e+01 73.0432228534 165.611377311   
79 711 0.429608480786 54.4029996 46.754193671 4.9516958574662063e+01 78.0943340316 10000.0   
80 720 0.424200333308 60.7045251989 46.754193671 5.0452823790937266e+01 69.4009595465 10000.0   
81 729 0.419715597026 60.9291304198 46.754193671 5.2963247756379836e+01 67.9885858473 151.752507529   
1 748 0.475228374268 1.00004285806 307.656327672 3.0765632767219631e+02 5196.03538092 19792.2206193   
2 766 0.429781785911 1.22570431853 307.656327672 7.1040007648844892e+02 4239.40520491 34218.5610695   
3 784 0.386286750429 1.43307576968 307.656327672 3.3486240071056250e+02 4675.56913928 15033.3510227   
4 802 0.32221477314 1.57003406276 307.656327672 4.2802514792087788e+02 2840.27295339 14481.8714659   
5 820 0.268172730479 1.75046058853 307.656327672 5.2418535967528976e+02 1647.1814883 10000.0   
6 838 0.279646821008 1.80261921528 307.656327672 3.2411041599791571e+02 953.429108788 5381.53535461   
7 856 0.278392603744 1.97948085506 294.020280381 2.9402028038130146e+02 811.735491791 10000.0   
8 874 0.296211987883 2.19539513001 253.844476383 2.5384447638283581e+02 794.648499914 1744.20436727   
9 892 0.298218743395 2.7443665577 253.844476383 2.7511753526978180e+02 785.919626002 10000.0   
10 910 0.279667223548 3.21035075954 239.15425034 2.3915425033992722e+02 853.250435966 2371.75624483   
11 928 0.221427850013 3.49579379435 239.15425034 3.3104960040890603e+02 496.22019723 2360.0188716   
12 946 0.250171861985 3.91503398463 239.15425034 2.6624456901339136e+02 395.566279217 1675.61097616   
13 964 0.266476443457 4.48186243794 239.15425034 2.4466698465218136e+02 383.944786999 1746.49151069   
