% # columns=["iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=215255, Mon Feb 22 01:50:29 2016
0 0 0.5 0 0 0.5 0.500003571441 0.500007142908 0.500010714401 0.500014285918 0.500017857462 0.500021429031
1 9 0.459645194075 0 0 0.462770193766 0.448053579231 0.451389895067 0.447967170906 0.446082710961 0.454580700117 0.460492292031
2 18 0.423930105572 0 0 0.424394215339 0.431400883257 0.430034127866 0.393966590376 0.403597140502 0.409630371823 0.414159809151
3 27 0.476017647545 0 0 0.498126867347 0.55394809123 0.489565583031 0.440367233836 0.448462252243 0.460249743912 0.4527868975
4 36 0.441356736168 0 0 0.461538297647 0.513232255563 0.457640096763 0.394589064589 0.422534285961 0.40889687945 0.402867731264
5 45 0.390082901376 0 0 0.394223295211 0.433435931322 0.405478607592 0.343157534705 0.366521523504 0.359954741741 0.355026327846
6 54 0.354305309374 0 0 0.360022976371 0.393836407999 0.365920493511 0.293635622824 0.329946019014 0.31760752307 0.319405952503
7 63 0.336991522097 0 0 0.348423917331 0.372445051685 0.354559703746 0.267565256652 0.304244747115 0.293605426714 0.301027877295
8 72 0.301415881844 0 0 0.322823250474 0.324032389318 0.314228163325 0.228291798506 0.268867606553 0.261877128568 0.263048265925
9 81 0.273086143315 0 0 0.29326428457 0.289281048522 0.280904833525 0.202678748392 0.247263901307 0.229029603774 0.227303486862
10 90 0.244179563677 0 0 0.275882347945 0.25027013996 0.246801355541 0.174123560338 0.218347247035 0.21187778603 0.194069604466
11 99 0.245119805042 0 0 0.302245716721 0.264495387075 0.244787190375 0.168406681843 0.215088404976 0.218876628819 0.190203175285
12 108 0.22465170346 0 0 0.273109777435 0.240507079404 0.220903659106 0.148951075275 0.193481800618 0.198793765702 0.170087079281
13 117 0.201002916258 0 0 0.242373829742 0.213579111018 0.193756912177 0.128210154737 0.173469088899 0.173915171581 0.148278546664
14 126 0.198655588616 0 0 0.243093366139 0.208684510648 0.186519501345 0.124269081732 0.174288813721 0.174638880613 0.138725225274
15 135 0.19783245368 0 0 0.254233995382 0.207939888676 0.183910779646 0.118504538507 0.169967598688 0.178234391332 0.141646318729
16 144 0.190199257194 0 0 0.243639272513 0.195203732423 0.177739979555 0.11154384992 0.167749023926 0.171505825702 0.133249565013
17 153 0.203996068754 0 0 0.254966757142 0.212360852973 0.195201682687 0.116982113417 0.178666602444 0.193304959751 0.138107057247
18 162 0.232289883997 0 0 0.286814984582 0.252573897928 0.220920211649 0.125328431011 0.202535790444 0.236166472528 0.153468495846
19 171 0.24327263037 0 0 0.290333702202 0.268793420573 0.223465770458 0.128276452584 0.209650148524 0.257560670529 0.156608471785
20 180 0.243105033373 0 0 0.296523243716 0.271024081 0.219348007159 0.123345923205 0.204635707713 0.258773328159 0.16554046631
