-1.000e-05,0.0048
-9.998e-06,0.004
-9.996e-06,0.0048
-9.994e-06,0.004
-9.992e-06,0.004
-9.990e-06,0.0048
-9.988e-06,0.004
-9.986e-06,0.004
-9.984e-06,0.0048
-9.982e-06,0.0024
-9.980e-06,0.004
-9.978e-06,0.004
-9.976e-06,0.0032
-9.974e-06,0.004
-9.972e-06,0.004
-9.970e-06,0.0032
-9.968e-06,0.004
-9.966e-06,0.004
-9.964e-06,0.0048
-9.962e-06,0.0064
-9.960e-06,0.004
-9.958e-06,0.0056
-9.956e-06,0.0048
-9.954e-06,0.0048
-9.952e-06,0.004
-9.950e-06,0.004
-9.948e-06,0.0048
-9.946e-06,0.0032
-9.944e-06,0.004
-9.942e-06,0.004
-9.940e-06,0.004
-9.938e-06,0.0032
-9.936e-06,0.0024
-9.934e-06,0.0048
-9.932e-06,0.0032
-9.930e-06,0.004
-9.928e-06,0.004
-9.926e-06,0.0032
-9.924e-06,0.004
-9.922e-06,0.0032
-9.920e-06,0.0032
-9.918e-06,0.0032
-9.916e-06,0.0016
-9.914e-06,0.004
-9.912e-06,0.0024
-9.910e-06,0.0024
-9.908e-06,0.0016
-9.906e-06,0.0008
-9.904e-06,0.0032
-9.902e-06,0.0024
-9.900e-06,0.0032
-9.898e-06,0.0032
-9.896e-06,0.004
-9.894e-06,0.004
-9.892e-06,0.0032
-9.890e-06,0.0032
-9.888e-06,0.004
-9.886e-06,0.0024
-9.884e-06,0.0048
-9.882e-06,0.0048
-9.880e-06,0.0048
-9.878e-06,0.004
-9.876e-06,0.0024
-9.874e-06,0.004
-9.872e-06,0.004
-9.870e-06,0.004
-9.868e-06,0.0032
-9.866e-06,0.0032
-9.864e-06,0.004
-9.862e-06,0.0032
-9.860e-06,0.0056
-9.858e-06,0.0032
-9.856e-06,0.0056
-9.854e-06,0.004
-9.852e-06,0.004
-9.850e-06,0.0032
-9.848e-06,0.0024
-9.846e-06,0.004
-9.844e-06,0.0032
-9.842e-06,0.004
-9.840e-06,0.004
-9.838e-06,0.0032
-9.836e-06,0.004
-9.834e-06,0.0032
-9.832e-06,0.004
-9.830e-06,0.004
-9.828e-06,0.004
-9.826e-06,0.0056
-9.824e-06,0.004
-9.822e-06,0.0048
-9.820e-06,0.0048
-9.818e-06,0.0032
-9.816e-06,0.0072
-9.814e-06,0.0056
-9.812e-06,0.0048
-9.810e-06,0.0072
-9.808e-06,0.0056
-9.806e-06,0.0064
-9.804e-06,0.0072
-9.802e-06,0.0048
-9.800e-06,0.0072
-9.798e-06,0.0072
-9.796e-06,0.0048
-9.794e-06,0.0056
-9.792e-06,0.0056
-9.790e-06,0.0048
-9.788e-06,0.008
-9.786e-06,0.0056
-9.784e-06,0.0056
-9.782e-06,0.0064
-9.780e-06,0.0064
-9.778e-06,0.0064
-9.776e-06,0.0056
-9.774e-06,0.0064
-9.772e-06,0.0056
-9.770e-06,0.0072
-9.768e-06,0.0056
-9.766e-06,0.0056
-9.764e-06,0.0064
-9.762e-06,0.0056
-9.760e-06,0.0056
-9.758e-06,0.0056
-9.756e-06,0.0064
-9.754e-06,0.0072
-9.752e-06,0.008
-9.750e-06,0.0064
-9.748e-06,0.0064
-9.746e-06,0.008
-9.744e-06,0.008
-9.742e-06,0.0072
-9.740e-06,0.008
-9.738e-06,0.0064
-9.736e-06,0.008
-9.734e-06,0.0064
-9.732e-06,0.0072
-9.730e-06,0.0072
-9.728e-06,0.0096
-9.726e-06,0.0056
-9.724e-06,0.0064
-9.722e-06,0.0064
-9.720e-06,0.0064
-9.718e-06,0.0064
-9.716e-06,0.0056
-9.714e-06,0.0056
-9.712e-06,0.0064
-9.710e-06,0.0048
-9.708e-06,0.0056
-9.706e-06,0.0056
-9.704e-06,0.0056
-9.702e-06,0.0072
-9.700e-06,0.0048
-9.698e-06,0.004
-9.696e-06,0.0048
-9.694e-06,0.0056
-9.692e-06,0.0056
-9.690e-06,0.0056
-9.688e-06,0.0056
-9.686e-06,0.004
-9.684e-06,0.0056
-9.682e-06,0.0056
-9.680e-06,0.0072
-9.678e-06,0.0048
-9.676e-06,0.004
-9.674e-06,0.0048
-9.672e-06,0.0048
-9.670e-06,0.0064
-9.668e-06,0.004
-9.666e-06,0.0064
-9.664e-06,0.0072
-9.662e-06,0.0056
-9.660e-06,0.0048
-9.658e-06,0.0056
-9.656e-06,0.0048
-9.654e-06,0.0064
-9.652e-06,0.0064
-9.650e-06,0.0072
-9.648e-06,0.0056
-9.646e-06,0.0064
-9.644e-06,0.0056
-9.642e-06,0.0048
-9.640e-06,0.008
-9.638e-06,0.0056
-9.636e-06,0.0072
-9.634e-06,0.008
-9.632e-06,0.0064
-9.630e-06,0.0072
-9.628e-06,0.0064
-9.626e-06,0.0056
-9.624e-06,0.0072
-9.622e-06,0.008
-9.620e-06,0.0064
-9.618e-06,0.0056
-9.616e-06,0.0064
-9.614e-06,0.0088
-9.612e-06,0.0064
-9.610e-06,0.0064
-9.608e-06,0.0064
-9.606e-06,0.0064
-9.604e-06,0.0056
-9.602e-06,0.0048
-9.600e-06,0.0056
-9.598e-06,0.0064
-9.596e-06,0.0072
-9.594e-06,0.0064
-9.592e-06,0.0064
-9.590e-06,0.0064
-9.588e-06,0.0056
-9.586e-06,0.0064
-9.584e-06,0.0064
-9.582e-06,0.008
-9.580e-06,0.0056
-9.578e-06,0.0064
-9.576e-06,0.008
-9.574e-06,0.0072
-9.572e-06,0.0064
-9.570e-06,0.0064
-9.568e-06,0.0056
-9.566e-06,0.0064
-9.564e-06,0.0064
-9.562e-06,0.0064
-9.560e-06,0.0032
-9.558e-06,0.0056
-9.556e-06,0.0048
-9.554e-06,0.0056
-9.552e-06,0.0056
-9.550e-06,0.0056
-9.548e-06,0.008
-9.546e-06,0.004
-9.544e-06,0.0032
-9.542e-06,0.0056
-9.540e-06,0.0048
-9.538e-06,0.0064
-9.536e-06,0.0056
-9.534e-06,0.0056
-9.532e-06,0.0056
-9.530e-06,0.0048
-9.528e-06,0.0056
-9.526e-06,0.0032
-9.524e-06,0.0048
-9.522e-06,0.0048
-9.520e-06,0.0048
-9.518e-06,0.0064
-9.516e-06,0.0056
-9.514e-06,0.0064
-9.512e-06,0.0056
-9.510e-06,0.0056
-9.508e-06,0.004
-9.506e-06,0.0048
-9.504e-06,0.0048
-9.502e-06,0.004
-9.500e-06,0.004
-9.498e-06,0.004
-9.496e-06,0.0032
-9.494e-06,0.0048
-9.492e-06,0.0048
-9.490e-06,0.0056
-9.488e-06,0.0064
-9.486e-06,0.004
-9.484e-06,0.004
-9.482e-06,0.004
-9.480e-06,0.0048
-9.478e-06,0.004
-9.476e-06,0.004
-9.474e-06,0.004
-9.472e-06,0.004
-9.470e-06,0.0056
-9.468e-06,0.0048
-9.466e-06,0.004
-9.464e-06,0.0056
-9.462e-06,0.0032
-9.460e-06,0.0056
-9.458e-06,0.0024
-9.456e-06,0.004
-9.454e-06,0.0048
-9.452e-06,0.004
-9.450e-06,0.0056
-9.448e-06,0.0048
-9.446e-06,0.004
-9.444e-06,0.004
-9.442e-06,0.004
-9.440e-06,0.0072
-9.438e-06,0.0056
-9.436e-06,0.004
-9.434e-06,0.0024
-9.432e-06,0.0056
-9.430e-06,0.0048
-9.428e-06,0.004
-9.426e-06,0.0056
-9.424e-06,0.004
-9.422e-06,0.004
-9.420e-06,0.0048
-9.418e-06,0.0024
-9.416e-06,0.004
-9.414e-06,0.0048
-9.412e-06,0.004
-9.410e-06,0.004
-9.408e-06,0.0032
-9.406e-06,0.0064
-9.404e-06,0.0048
-9.402e-06,0.0048
-9.400e-06,0.004
-9.398e-06,0.0056
-9.396e-06,0.0048
-9.394e-06,0.004
-9.392e-06,0.0048
-9.390e-06,0.004
-9.388e-06,0.0032
-9.386e-06,0.0048
-9.384e-06,0.004
-9.382e-06,0.004
-9.380e-06,0.0032
-9.378e-06,0.0024
-9.376e-06,0.0048
-9.374e-06,0.004
-9.372e-06,0.004
-9.370e-06,0.0024
-9.368e-06,0.0048
-9.366e-06,0.0056
-9.364e-06,0.0048
-9.362e-06,0.0056
-9.360e-06,0.0032
-9.358e-06,0.0056
-9.356e-06,0.0064
-9.354e-06,0.0048
-9.352e-06,0.0048
-9.350e-06,0.0032
-9.348e-06,0.0056
-9.346e-06,0.004
-9.344e-06,0.0032
-9.342e-06,0.004
-9.340e-06,0.0032
-9.338e-06,0.0048
-9.336e-06,0.0032
-9.334e-06,0.004
-9.332e-06,0.004
-9.330e-06,0.004
-9.328e-06,0.0048
-9.326e-06,0.0048
-9.324e-06,0.004
-9.322e-06,0.0056
-9.320e-06,0.0048
-9.318e-06,0.0032
-9.316e-06,0.0032
-9.314e-06,0.0032
-9.312e-06,0.0056
-9.310e-06,0.0048
-9.308e-06,0.0048
-9.306e-06,0.0032
-9.304e-06,0.004
-9.302e-06,0.0032
-9.300e-06,0.0032
-9.298e-06,0.0048
