% # columns=["iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=414858, Tue Feb 23 15:35:18 2016
67 670 0.0521046973018 0 0 0.0398513774897 0.0108670827894 0.0437693747485 0.0140878460523 0.0511315348445 0.0643175856536 0.0213621516288 0.0553157730635
68 680 0.047852787489 0 0 0.036801117924 0.0101252631973 0.039476726318 0.0127498992091 0.0461707391984 0.0588679157789 0.0192897156045 0.0501077684708
69 690 0.0414789474864 0 0 0.031717599223 0.00892092926688 0.0350291380556 0.0107512699677 0.0396897475957 0.0502835976998 0.0164809341729 0.0429755683871
70 700 0.0380691955389 0 0 0.0298635512823 0.00817154669605 0.0328453881751 0.00970151213414 0.037235735131 0.0453834457272 0.0146163345741 0.0387502533955
71 710 0.0354953947477 0 0 0.0274544946799 0.00747825392625 0.0301972510423 0.00907032509404 0.033725089415 0.0417121637668 0.0134196290958 0.0353508960568
72 720 0.0336741711846 0 0 0.0257745402629 0.00701140451179 0.0282327276449 0.00843480638446 0.0355556373069 0.0391351832645 0.0124698351552 0.03388008579
73 730 0.0309951724145 0 0 0.0232342062994 0.00611434560002 0.0263382159977 0.00768777133889 0.032805389353 0.0358112047937 0.0114225591762 0.0307866616769
74 740 0.0291859379461 0 0 0.0215103522991 0.00559721613298 0.0247555598446 0.00725981973345 0.0308034734387 0.0346871242031 0.0105727270307 0.0286132589844
75 750 0.028242798268 0 0 0.0207045314415 0.00526961316839 0.0232738572242 0.00683141817114 0.0316808696714 0.0330662534803 0.00987527689713 0.0275445001521
76 760 0.0264022335639 0 0 0.019352925564 0.0047742802007 0.0212616645366 0.00623878811945 0.0289005901139 0.0309485945522 0.00903442025029 0.0255895995734
77 770 0.0250684500845 0 0 0.0180011015086 0.00456360500757 0.0205221296126 0.00569544457396 0.0273001381958 0.0298912115976 0.00844520151239 0.0239732086417
0 771 0.5 0 0 0.5 0.50000312501 0.500006250039 0.500009375088 0.500012500156 0.500015625244 0.500018750352 0.500021875479
1 791 0.463454940905 0 0 0.448396435679 0.475904471457 0.469453530422 0.447387582841 0.453625812928 0.443897762351 0.441342277999 0.461119652522
2 811 0.4908350126 0 0 0.473533276045 0.487145781392 0.50283685996 0.465356340023 0.498053457065 0.462470746072 0.443544521222 0.488246268097
3 831 0.511770237802 0 0 0.480571773214 0.495841027449 0.537976861031 0.504443814221 0.530254443763 0.466648803837 0.458216558335 0.497137563908
4 851 0.470156843769 0 0 0.409439735446 0.435734477342 0.485796412333 0.461232544813 0.494056878461 0.425456861389 0.404012535449 0.450717589797
5 871 0.42921684604 0 0 0.373298250234 0.384588566598 0.439326346774 0.415008693932 0.443389904021 0.412323066864 0.341606969644 0.397365658878
6 891 0.367229683527 0 0 0.315036256461 0.306269537982 0.368515588199 0.339877541629 0.375032617837 0.344079331037 0.274972335698 0.34340150326
7 911 0.366493803462 0 0 0.317641466939 0.284456861526 0.356072768042 0.330256835701 0.38427194364 0.382042658948 0.276406061715 0.325705253444
8 931 0.392410078838 0 0 0.336804713416 0.292596746913 0.395429586669 0.330019992274 0.394806503705 0.44602462398 0.29082296154 0.347037359503
9 951 0.389342004373 0 0 0.337657772257 0.281749890118 0.417076680134 0.318374817625 0.382020505458 0.45380490255 0.270109780702 0.332333383697
10 971 0.349451976004 0 0 0.300307106153 0.238587024033 0.37124803563 0.284071012989 0.344174166653 0.397125867419 0.236147447707 0.295749670631
11 991 0.347741818002 0 0 0.299637016253 0.21523205603 0.381056426149 0.274549505225 0.349787163603 0.39427429417 0.22267303337 0.292444395193
12 1011 0.329769003563 0 0 0.28786186384 0.18737465711 0.361938440857 0.253318955898 0.345180339829 0.360958707844 0.214319766813 0.269158865207
13 1031 0.315130615241 0 0 0.269888754307 0.165961238985 0.348956480159 0.226316900094 0.337965520169 0.346954730386 0.202045188977 0.258545184093
14 1051 0.314652925132 0 0 0.263032905601 0.148068303283 0.352371979419 0.22372387814 0.358289494646 0.359979257239 0.197493482191 0.25462679434
15 1071 0.325691093198 0 0 0.281803480298 0.140263630566 0.372431567063 0.223731446451 0.370503058684 0.360600343297 0.203922852483 0.273097583176
16 1091 0.351351489897 0 0 0.307032417112 0.149856147318 0.425288199978 0.236663163163 0.419573193357 0.367535695807 0.209840144854 0.297174730785
17 1111 0.340446027604 0 0 0.294018561559 0.136913201058 0.418112803713 0.224484057988 0.402193462416 0.343662493167 0.193439387158 0.313821296811
18 1131 0.365440867103 0 0 0.31604388399 0.139024581538 0.438455976849 0.24048408918 0.421974038204 0.361017832919 0.21227214308 0.36337627359
19 1151 0.322888727342 0 0 0.282303852988 0.119904044741 0.387172968839 0.207423860636 0.369208431611 0.299327778744 0.187564297113 0.32937638741
20 1171 0.268775817167 0 0 0.227824734557 0.0947680450397 0.316251144399 0.168533562093 0.305506098249 0.243429670911 0.152946641471 0.269959279571
21 1191 0.235067264792 0 0 0.195729596593 0.0793280143924 0.278060114446 0.143480859543 0.26387656063 0.214763456291 0.136978080894 0.236102692041
22 1211 0.214110556024 0 0 0.173982377963 0.0692482780796 0.248386359258 0.127409032173 0.234433147669 0.202900819749 0.124295269055 0.218261580223
23 1231 0.222555089557 0 0 0.183852997282 0.067871813537 0.262512312383 0.127294093061 0.239577515418 0.203880134106 0.133221247326 0.241099257564
24 1251 0.208416245418 0 0 0.173741546553 0.0591999769228 0.238587205616 0.113554248108 0.22216276362 0.198676763915 0.122159465349 0.228064923309
25 1271 0.185980270061 0 0 0.148506695655 0.0523257998572 0.208045570438 0.0947738452938 0.19267021207 0.179843430152 0.105099366165 0.196219617072
26 1291 0.169711969249 0 0 0.132411870534 0.0471009053703 0.181988910189 0.0830858258818 0.180154517413 0.160654316658 0.0952407700797 0.174565319995
27 1311 0.175747867614 0 0 0.133475391126 0.0486203366061 0.179261122894 0.0810710198249 0.199302340123 0.166996041533 0.0938716084412 0.177075660063
28 1331 0.173849389062 0 0 0.135054435217 0.0463707590898 0.16963654215 0.0742584385328 0.196762936028 0.163116570265 0.0913180791355 0.172219324222
29 1351 0.171186257526 0 0 0.12919940897 0.0453321358673 0.163960143751 0.0692127820417 0.198358259986 0.162905161498 0.0853892388528 0.166863962204
30 1371 0.165592048512 0 0 0.129916059981 0.0430899911777 0.165121365639 0.0653040046192 0.18568840513 0.155490905597 0.081868998513 0.158323045351
31 1391 0.167767246732 0 0 0.132500560511 0.0435224028996 0.164408555149 0.0634092188075 0.187203526823 0.165475544314 0.0798252664029 0.165477078248
32 1411 0.158942791482 0 0 0.128714944422 0.0383030337745 0.150871274801 0.058575518795 0.17238547906 0.166335779932 0.0708150639055 0.156887426803
33 1431 0.148589597821 0 0 0.118021125619 0.035138324635 0.13831721558 0.0523680300489 0.164405764009 0.169894136799 0.0653372755479 0.144847454595
34 1451 0.134089417945 0 0 0.100891011075 0.0311249880061 0.123320664145 0.0461785705081 0.146087745822 0.153708173898 0.0581078537522 0.129374482207
35 1471 0.123791911644 0 0 0.0917785665121 0.0290851033851 0.116143882302 0.0410269306247 0.132307527604 0.143087446378 0.0518016588467 0.118630063651
36 1491 0.10886792598 0 0 0.0788224063296 0.0248827941997 0.0999480017901 0.034700547133 0.125492201644 0.121897625735 0.0447896041642 0.100584663252
37 1511 0.0994495336504 0 0 0.069911079081 0.0223050302717 0.088463569184 0.0308644206502 0.11158199353 0.10861515781 0.0400556099953 0.0916428002613
38 1531 0.0915466977038 0 0 0.0660257852395 0.0201611062357 0.076619951002 0.0265302958337 0.101615892928 0.108756833565 0.0354086229609 0.0817130288597
39 1551 0.0913806820884 0 0 0.0647604400681 0.0191440512955 0.0750302572059 0.0252945975624 0.0994341691205 0.111887524104 0.0338356298007 0.0779117581827
40 1571 0.0859180577152 0 0 0.0595059141871 0.0169435749713 0.0665979710535 0.0227428619488 0.0933289438892 0.105355107423 0.0317999602906 0.0719097049538
41 1591 0.085450534932 0 0 0.0610488951431 0.0163962133741 0.064281439853 0.0209517719489 0.0945351224294 0.11020678706 0.0310516218505 0.0683347045263
42 1611 0.0831916100799 0 0 0.058100280144 0.0155463156839 0.0615101343202 0.0194405122588 0.0961930966989 0.107503499665 0.0302500049445 0.0649529023828
43 1631 0.0795514344032 0 0 0.052506858403 0.0146991830023 0.0597139749151 0.0178381077638 0.0909199319093 0.10505213356 0.0288717635242 0.0633754904562
44 1651 0.0736163747845 0 0 0.0481183379875 0.0135523611819 0.0551088007717 0.0159153290218 0.0811789251445 0.0967440399611 0.0266981657848 0.0593969233678
45 1671 0.0687918494883 0 0 0.0455266785261 0.013059382222 0.0534130475 0.0142195651978 0.074502311951 0.0928246239704 0.0254473036814 0.054202312335
46 1691 0.0605526993399 0 0 0.0395344649839 0.010977213078 0.046998980091 0.0119922179384 0.0638394436844 0.0807214839946 0.022247004074 0.0463969745791
47 1711 0.0566186126911 0 0 0.0387964192798 0.00966709352315 0.0415827729653 0.0109950044343 0.0582579084183 0.0773744446311 0.020751302569 0.041632603774
48 1731 0.049444398291 0 0 0.0330447887108 0.0081849802895 0.0355533158762 0.00943590484774 0.0486889165635 0.0661539390155 0.0177733508718 0.0362420674403
49 1751 0.0464732137918 0 0 0.0341728116092 0.00755421818879 0.0346052358374 0.00849376751616 0.045878690609 0.0619301137142 0.0166271853922 0.0331671184625
50 1771 0.0453591534311 0 0 0.0329867856897 0.00729836472528 0.0337906851746 0.0081704789764 0.0437556917858 0.0620323494766 0.0160513654203 0.0324858110464
51 1791 0.0420042617293 0 0 0.0304919896991 0.00660053255412 0.031159072899 0.00737927130942 0.039781430051 0.0612461840967 0.0147605179684 0.0299883560125
52 1811 0.0419753136883 0 0 0.0312029960827 0.00650975960279 0.0315939320603 0.00714149980541 0.0375560601904 0.0617355544193 0.0143143497727 0.0297091910789
53 1831 0.0403544037198 0 0 0.0291550465121 0.00601724255624 0.0290773256866 0.00673797142395 0.0363508217515 0.0591222932131 0.013856145895 0.0273415274619
54 1851 0.0386135908156 0 0 0.027726624077 0.00570528097474 0.0282191450806 0.00623560514624 0.0349845805931 0.05731159975 0.0136900373445 0.0247917298219
55 1871 0.0373530319908 0 0 0.0291872755669 0.00531842115382 0.0261935723574 0.00577766876617 0.0326642427891 0.0561667476852 0.0127020690767 0.0241108331876
56 1891 0.035190335119 0 0 0.0276992120742 0.00465103978781 0.0235986988709 0.00528420907755 0.0306560171333 0.0512431735205 0.0116090539403 0.0228826456798
57 1911 0.0361761543102 0 0 0.0284560117511 0.00525047356477 0.0271404314028 0.00520019154198 0.02967670598 0.0554159374196 0.0116206461473 0.023105079801
58 1931 0.0369939688037 0 0 0.0288186971124 0.00558840195735 0.0290222049051 0.00516757796721 0.0306077308316 0.0583813923232 0.0117570703213 0.022662388811
59 1951 0.0383764997354 0 0 0.0318257418217 0.00569643538648 0.0296585898719 0.00504880707771 0.0312582039085 0.0615192435041 0.0121199282469 0.0232605456507
60 1971 0.0370431131671 0 0 0.0306548252412 0.00540963774875 0.028847691692 0.00494864677611 0.0305864051021 0.0611073960239 0.0111381890758 0.0224706846615
61 1991 0.030485447733 0 0 0.0245123332373 0.0042744327803 0.0230915064673 0.00387734518322 0.0252599537814 0.0493919389069 0.00900744234541 0.0180438092611
62 2011 0.0275441705384 0 0 0.0216196126448 0.00383130399271 0.020686111098 0.00351069982417 0.0225248074063 0.0432703955625 0.00786359063434 0.0159648788815
63 2031 0.0247285255378 0 0 0.0191180401158 0.00332393506942 0.0178475543147 0.00301290552676 0.0205045771218 0.0378115030674 0.00701358430474 0.0141489866578
64 2051 0.0228096998586 0 0 0.0174496557553 0.00298261431849 0.0161617148549 0.0027361712598 0.0183128306487 0.0340762590432 0.00628578670841 0.0132331130897
65 2071 0.0215947879233 0 0 0.0165349720176 0.00277249382036 0.0151082291866 0.0024956625054 0.0174631190052 0.0319828060623 0.00610633454663 0.011826558063
66 2091 0.0195300576852 0 0 0.0148077123116 0.00246258509321 0.0133999330932 0.00225906762303 0.0155581748298 0.0289644127275 0.00547535974208 0.0104393093252
67 2111 0.017884807939 0 0 0.0132266440782 0.00217727219907 0.0117818159066 0.0020061447911 0.0145763291943 0.0263550759493 0.00511122739887 0.00895727472682
68 2131 0.0177941788519 0 0 0.0123923442247 0.00226545720329 0.0122778336255 0.00195396845105 0.0141934572912 0.0257532691988 0.00498148898926 0.00871444774898
69 2151 0.0160143369714 0 0 0.0109250694377 0.00208168615966 0.0113850984202 0.00181825895428 0.0125186609906 0.0226802278675 0.00445700545471 0.00769411515326
70 2171 0.0172770821782 0 0 0.0115037710224 0.00228585371013 0.0124701930985 0.00191170902468 0.0142678972628 0.0231702501577 0.00511404120385 0.00812139871037
71 2191 0.0150985148806 0 0 0.0100660438314 0.00193442708898 0.0106789753629 0.00165174185978 0.0123526422217 0.0211085457028 0.00443473058396 0.00693045216808
72 2211 0.0142729785703 0 0 0.00943770621985 0.00198297224774 0.0109618635161 0.00149717109277 0.0113368334634 0.0200515831303 0.00410784139763 0.00616820243953
73 2231 0.0144495895318 0 0 0.0103039098896 0.00208660499094 0.0115431189944 0.00140773688698 0.0112520859273 0.0200720399239 0.00409570600787 0.00611181530903
74 2251 0.0147116571915 0 0 0.0100958281411 0.00208454513264 0.0115350153288 0.0014360397016 0.0113383798767 0.02002938722 0.00415807972545 0.0062317917791
75 2271 0.0132535070373 0 0 0.00936522383439 0.00180125529155 0.0100187482347 0.00128310142719 0.0099920442073 0.0175837113306 0.00366312751305 0.00542337271329
76 2291 0.0139313023898 0 0 0.00940181922654 0.00202100207169 0.0112446437201 0.00135215150295 0.0108449446115 0.0179938261283 0.00387476454628 0.00552587484696
77 2311 0.0121218672877 0 0 0.00805203893185 0.00175896489823 0.0098041709006 0.00116466060335 0.0094341639835 0.0161950529146 0.00331929291561 0.0048408552119
78 2331 0.0114503771483 0 0 0.00761298016205 0.00170961973633 0.00957273294304 0.00110635509945 0.00863779660494 0.0164416862961 0.00323727039015 0.00456173675695
79 2351 0.0115752740296 0 0 0.00824075458 0.00169403937346 0.00946994697018 0.00111643959028 0.00841376967755 0.0172063847296 0.00327854875285 0.00451250578023
80 2371 0.0123428035 0 0 0.00865107664223 0.00185536415618 0.0103502407379 0.00115982909618 0.00894529577519 0.0179674508967 0.0034426995781 0.00480804720196
81 2391 0.01151878207 0 0 0.00829381320246 0.00178982253916 0.0100126284571 0.00110872947194 0.00817014997266 0.0164701428155 0.00316489356299 0.00433505342688
82 2411 0.0100359030063 0 0 0.00712254582633 0.00147563732849 0.00828824775288 0.000943122302644 0.0071547397657 0.0140392017428 0.00278016627498 0.00370134571135
83 2431 0.0102107290349 0 0 0.00761169654044 0.00158221355892 0.00886940930106 0.000965091622396 0.00703664530515 0.0144455699234 0.00277332322433 0.0036740922584
84 2451 0.0102817136995 0 0 0.00761942501172 0.00157729898247 0.00883494917076 0.000971456836264 0.00727226327131 0.014320018576 0.00282342287881 0.00366583523793
85 2471 0.0108517435104 0 0 0.00795312788652 0.00164171949717 0.00920224867276 0.00106325418955 0.00786429924657 0.0148952886228 0.00308031877541 0.00365505441216
86 2491 0.00948713180071 0 0 0.00698044520739 0.0014841998374 0.00834533129214 0.000917494165367 0.00679399680293 0.0126224618808 0.00263063616676 0.00310919215987
87 2511 0.00939872817692 0 0 0.0069573572985 0.00148045059227 0.00833579228221 0.000908241799671 0.00705034870283 0.0121976637876 0.00286291248773 0.00296808976048
88 2531 0.0092791093528 0 0 0.0068144772964 0.00146745488593 0.00829346789422 0.000892407142627 0.00691626200896 0.0119993407039 0.00276620944075 0.00293525886668
89 2551 0.0101692174672 0 0 0.00732745519884 0.001600798973 0.00904846281121 0.000975668907348 0.008258923783 0.0131055693915 0.00313590230549 0.00312137268564
90 2571 0.00993039261144 0 0 0.00711074686571 0.00156659715309 0.00884430831842 0.000954948573671 0.00815827187232 0.0127656326624 0.00315426163915 0.00304374952412
91 2591 0.0094711026111 0 0 0.00692293860187 0.00144202273005 0.008134563327 0.000903531804606 0.0076255218059 0.0127448061778 0.00292120346027 0.0028765951275
92 2611 0.00786283595676 0 0 0.00562066396219 0.00115941331421 0.00653797783384 0.000757515838012 0.00631888583902 0.0105121470772 0.00238282370945 0.00235712684768
93 2631 0.00769560031178 0 0 0.0056478600075 0.00119780178514 0.00677112208826 0.000709003887537 0.00602669959623 0.010175602602 0.00231685831529 0.00222657303853
94 2651 0.00826509169671 0 0 0.00618517989526 0.00126686475878 0.0071610303438 0.000752244169481 0.00708674435877 0.0115827989978 0.00259057383877 0.00236451153798
95 2671 0.00834442266893 0 0 0.00597186967789 0.00128047203805 0.00724059280809 0.000744273614388 0.00727194170127 0.0118495011266 0.00258072930949 0.00226462664035
96 2691 0.00838156239114 0 0 0.00610274972458 0.0012782483376 0.00722485344887 0.000751610610078 0.00763465093232 0.011738800674 0.00261195959521 0.00225867278016
0 2692 0.304244344875 0 0 0.304244344875 0.304246246409 0.304248147954 0.30425004951 0.304251951079 0.30425385266 0.304255754252 0.304257655857
1 2704 0.277303560829 0 0 0.278993470571 0.271627700544 0.276399595298 0.278699919446 0.276488685149 0.271433105994 0.270778776738 0.270449743742
2 2716 0.268814222794 0 0 0.268477455419 0.258018826415 0.256988362972 0.280182679626 0.261014052109 0.264135548405 0.246675606054 0.272604528471
3 2728 0.255724615773 0 0 0.256185419893 0.239752370345 0.230473896566 0.266403603874 0.243745681205 0.250706107284 0.234145517051 0.256398494695
4 2740 0.239386147045 0 0 0.238258018653 0.215707252797 0.21880635999 0.244012939348 0.223163084092 0.232019053556 0.219475886394 0.2375854288
5 2752 0.245996459644 0 0 0.246572442444 0.215824312579 0.22754862237 0.251621453839 0.238031826615 0.237587862942 0.220898473134 0.237278684514
6 2764 0.244680977895 0 0 0.244697426136 0.207403253422 0.229976808047 0.242881168688 0.244596815644 0.238105173055 0.21590277556 0.237818980156
7 2776 0.236793922157 0 0 0.234740797667 0.189524173577 0.220210871224 0.237135286799 0.236258997757 0.242587094942 0.207206235641 0.22350615932
